T1 [03:13],,,Predictable (8),Effective (6),Satisfaction (3),Trust (0),Efficient (5),Vector: ,Invoke (16),Row Range, Predictable (3), Effective (5), Satisfaction (0), Trust (0), Efficient (2),Not Predictable (5),Not Effective (1),Not Satisfaction (3),Not Trust (0),Not Efficient (3),Refactorings
"We don't actually need this entire test because we're getting rid of this functionality. I can just destroy this test. That's kind of what I was thinking when I started this. There is the test for writeField and there is the test for writeFieldForceAccess, and if we get rid of the forceAccess method we can get rid of the test. So it kind of did the wrong thing here, but I'm getting rid of the test here so it doesn't matter. [1:24:11]","Invocation
Not Satisfaction (“kind of did the wrong thing”)
",,0,0,1,0,0,"<0,0,1,0,0>",0,175-175,0,0,0,0,0,0,0,1,0,0,
It kind of funny that it inlined it and the test still worked. [1:24:35],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"My goal now would be to repeat on what we just did on the other methods. I usually go top down through the file, since it's easier to make sure I don't miss anything.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"And I'm looking for the forceaccess versions. Oh wait, I was going to do the bottom ones first. forceAccess... [1:25:29]",,Invoke (Inline),0,0,0,0,0,,1,,0,0,0,0,0,0,0,0,0,0,Inline
"Oh yeah.. I feel like this refactoring on the previous method did what I wanted it to do. I'm a bit more confident about it now, and I'm just going to double check the refactored method, if there's anything I need to fix like this. field != null is true, why is it always true, .. because getField guarantees it's not.. How do you know it's always null?","Invocation
Effective (“did what I wanted it to do”)
 Predictable (“just going to double check the refactored method”)
",,1,1,0,0,0,"<1,1,0,0,0>",0,179-179,1,1,0,0,0,0,0,0,0,0,
I'm starting to feel like.. I see it's analysing it's not actually null. [1:26:38] I'm not going fiddle with that one yet because that's an overloaded function which I'm noticing now that I can come back to.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I did a full file format trying to fix that indent. But it reformatted 340 lines which is too much for a pull request and will definitely make the reviewer unhappy.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"writeField writeField .. I'm going to go back to the test later, I need to batch it a bit.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"I'm going to go to these other writing of fields functions, and I'll do the readones next.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
writeDeclaredField [1:28:07],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I can just inline this one. [1:28:31],,Invoke (Inline),0,0,0,0,0,,1,,0,0,0,0,0,0,0,0,0,0,Inline
Ah!,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
return null return null. return field. Ok. [1:28:48],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
There's no loop here. I think we can refactor this functionality so we don't have .. that would just make my other inlining easier..,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: Can you explain what you mean? [1:29:21],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"I tried to inline this one, and it gave me the - doesn't like - because of the return statement interrupting the execution flow, which because of the previous experience I have a better understanding of what that means. So like this return statement here, in, I guess the middle of the code, makes it more difficult to refactor, so I'm wondering if I can refactor it like I proposed earlier and see if that would allow me to inline this function. I don't need to do that this, in this case it would be faster to just go for it, but I'm thinking that if I learn this part of the tool, this I guess minor refactoring, that would help me more in the long term.","Invocation
Effective (""in this case it would be faster to just go for it”)
",Invoke (Inline),0,1,0,0,0,"<0,1,0,0,0>",1,190-190,0,1,0,0,0,0,0,0,0,0,Inline
"I: What would usually impact your decision to approach the intermediate refactoring, or do it by hand?",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"Time, is the short answer. If three refactorings takes longer than modifying two or three lines, then I'll just modify them.","Invocation
Efficient(""If three refactorings takes longer than modifying two or three lines, then I'll just modify them."")",,0,0,0,0,1,"<0,0,0,0,1>",0,192-192,0,0,0,0,1,0,0,0,0,0,
I: So your assumption about the time it takes?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"Yes, I guess I'm not being scientific about it. I guess it's not all .. it's the tedium and accuracy as well. If I did it by hand because I thought it was faster and got burned by that, I would definitely consider an automated way of doing it. [1:31:40]",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"I: Burned as in, it wasn't actually faster.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
It wasn't faster or I introduced errors and I had to go back and waste my time.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"But I kind of want to see if I can refactor this. It's not a loop, so I should be able to refactor this.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
is not local..,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
Split.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
Move up.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
What.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"Oh, it's final.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
Fine.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
It's definitely assigned to.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"In that case I'm going to return null, field .. this is entirely inefficient, return that there, oh yeah so my one concern was, a very tiny efficiency change here, is that I'm just assigning null to this field over here, but in Java, un-initialized variables are automatically assigned null so this is the same. I just declare it, it's null, it gets assigned immediately there, .. this part can be outside. Maybe not, I'm not sure if this has potential to throw noSuchFieldException, except this would only throw this here, but in the interest of time I will move on,",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
[1:34:11] Wow. we use it a lot. That's not what I want.,,Invoke (Inline),0,0,0,0,0,,1,,0,0,0,0,0,0,0,0,0,0,Inline
I: That made you stop?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
Yeah. It says in 22 occurrences. That's not what I want.,"Invocation 
Predictable",Invoke (Inline),1,0,0,0,0,"<1,0,0,0,0>",1,208-208,1,0,0,0,0,0,0,0,0,0,Inline
I: Is there a cutoff number for you?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
It should be one. I really just wanted this one call to it to be inline. So I did the wrong thing there. What other thing could I do. [1:35:08],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
Oh yeah I have an idea.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"[1:35:16] I need to do a couple of refactorings that I think will achieve what I wanted with my first attempt. That refactoring is now possible, which is great. But I don't want to just like, inline this 22 times, that would be not great. I basically want to replace this method with that method. I want to replace this method here with this method here in all the places it is used. I am going to inline this method, in this instance here, and leave this method in place. Then I am going to comment this method out, then refactor this method to remove the last parameter. The method signature should then match this one, and it should update all others to delete the parameter. Then I can delete this method, and that should do what I want. [1:37:00]",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"No.. inline .. don't do that, keep the method, yes.",,Invoke (Inline),0,0,0,0,0,,1,,0,0,0,0,0,0,0,0,0,0,Inline
"Yep, that is great. Arguably I could try to refactor this back to what I had before, but I think it is about sufficient, so I'm going to leave it, in case someone else wants to refactor in the future they're going to have that option. [1:37:43]",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
Comment out.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
We're going to ..,,Invoke (Change Signature),0,0,0,0,0,,1,,0,0,0,0,0,0,0,0,0,0,Change Signature
I: Why did you comment it out before you initiated the refactoring you're going to do now?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"If I don't, the refactoring should complain about collision on the signature. Let's see if I'm right. ForceAccess is used in the methodbody and the method is already used. Do I want to do it anyway? Yes, sure. Ok, so I can just blow this one away. guess it wasn't so bad to let it complain. Just more reading I suppose. So now, since the signature is the same. Let's check the test of writeDeclar...test.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"oh, getDeclaredField. Ok, that did what I wanted to do. I will come back to delete these tests.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: How do you determine which ones?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
By their name. They all have forceAcces in their names.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: And if they didn't?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"Then I'd do it right away to not forget. Right now the tests are just inefficient, in that they're double testing.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"I would kind of expect that IntelliJ could identify that this code is identical to the other method code. Then I could manually compare that. I guess it's slightly different enough that it's not allowing it. Oh yeah, they're not the same.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: How did you determine that?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"I... I just did like a jump forward and back between the methods I was looking at. And I noticed that they lined up perfectly, like, these lines lined up perfectly with that other function and I was able to see that something changed about them.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: So you didn't read them?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"No, I just looked for a visual pattern change.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: Do you know what actually changes?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"I can see that a few lines changed. I just toggled back and forth between two spots and it kind of, almost animates, what changed and your eyes are drawn to that.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
If there is a textual change I can read that part; if there is no textual change they'll look the same.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"I guess it doesn't matter if the functionality is different in the tests, since I'm going to remove the tests because the functionality it tests no longer exists. But if we were kind of trying to merge the functionality, I'd look at what's beeing tested in this one method and is there anything I need to bring over to the one I'm going to keep. [1:42:50]",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"So delete field. And, oh.. Ah, the test, why is that wrong.. readField. writeFields.. writeDelcaredFields.. getFieldForceAccess.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"I want to do that refactoring again. This one has a loop, that's not great. It's going to return field here again.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: This time you haven't tried to inline it yet.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"Yes, I'm just looking at it. I'm trying to determine is this inline attempt going to burn. And It hink it is. is this... yes, it is redundant. [1:44:15] Hi-yah",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"Ok well, maybe I don't need to inline it. Maybe that's the real problem I'm creating for myself.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: Are you reassessing your strategy now?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"Yeah. I can do with the if-statement to avoid the inline problem. But with the loop it's trickier. it makes sense to break out of it early, so it's inefficient not to do that. I think maybe I could just remove that parameter and then fix the problems really. Kind of what I did in the latter half of the second attempt. [1:45:53]",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I'm thinking if there's a way I can - this is being used. If I just remove the .. let's see what happens. Yeah... It's probably fine. [1:46:43],,Invoke (Change Signature),0,0,0,0,0,,1,,0,0,0,0,0,0,0,0,0,0,Change Signature
"That's broken, that's fine, forceAccess is used right there, that's fine. I was considering introducing a temporary variable of forceAcces is false and just sticking it int he method. But I thoguht it'll just be an extra step and I'll remove it anyway.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: In what cases would you have done that?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"If its usage was more complicated. Then I'd put it in there to ensure I achieve the same functionality. Since it's just in one place and it's a boolean, it's not so bad to let it break briefly. This is going to go away. I'm going to fix and combine these two methods, and keep the documentation from the first one.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"I: So this was conveniently placed in the file, so you could just do that selection. If it had been positioned differently what would you have done instead.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
Good question. [1:48:35],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"Probably copy-paste-modify to bring them together and do that. I really wanted the javadoc from the method we are keeping, so maybe just take that and paste it over the one we keep, and then blow away the old one. Again a manual step to lunge those together. Ok, I don't know why this is complaining. I'm pretty sure that error was there before. let's leave it for now. [1:49:31]",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
Let's move on. Get declared field is great. Reading reading reading writing. This is more complex. I'm searching for what I would call the lower level method again. I'd stick with my pattern of working from the bottom up. That'll do it.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
if forceaccess and ..,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"readfield, what is the logic here. [1:50:40]",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"Ok we can get rid of that. Another one. I'm going to skip the preview button, I can usually undo if it doesn't do the thing I want. I have used preview before but I didn't get value from it, so I stopped using it.","Invocation
Not Predictable (“I have used preview before but I didn't get value from it, so I stopped using it.“)",,1,0,0,0,0,"<1,0,0,0,0>",0,250-250,0,0,0,0,0,1,0,0,0,0,
I: What did you expect from it?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"I don't know, I was kind of curious what it did. I guess I expected that it saves me from not being able to undo something. Say I need to change a bunch of different files, 'cause refactorings can be quite wide-sweeping. Let's say I did that, and it breaks a bunch of places, and I want to undo, but it doesn't undo across the files. A preview would prevent that in that it hasn't actually made the change. But undo does work, so I'll just go for it.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"Hold on a second, did I do the right thing there?",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
ReadField...where...,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
Where was forceAccess being used and why am I not seeing it now ?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
Undo.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"Ok, it just wasn't being used probably because of changes we made. [1:52:50]",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I did some undo and redo there.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: Why did you undo?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I wasn't expecting that the parameter I removed was used in the method.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: Did you expect it to be an error?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"Yes, I expected it to be an error there, but it wasn't. I'm not sure why that wasn't there - it wasn't being used, I just checked - maybe some of my steps before removed it, maybe it was always like that, I don't know.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: *interest of time I'll stop you*,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: Please explain the changes you did in order to solve this task.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"My first step was to understand this code. To understand the scope of the change I'm going to make, how it's being used. It's a little special in that this is a library, so they aren't really being used in other parts of the code, versus i an application, when making changes to the method, it's going to impact those. It's important to ensure that the overall functionality is still working. The tests I would probably be the only place using it so I checked there.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"Since there was a set of similar changes I wanted to do, and they followed a pattern to that was great, I wanted to make sure that the pattern was consistent, so I looked around for that as well.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: What was the pattern?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"The pairs of functions: readfield without the forceaccess parameter, and readfield with the forceaccess, then there were tests for one method signature and tests for the other. One method signature would throw exception in the case of - wonder if that's true - there were a few extra test methods that had exceptions - but maybe that wasn't different between the methods. ForceAcceess probably had the same thing, and the readFieldForceAccess probably had the same set of exceptions. After I understood what was going on, I wanted to think about, what was the quickest way to do it. Especially if I was going to repeat it many times. If I was just going to replace this one function, it's better to not spend too long thinking about, you know, which way do I think will be faster, to try and use a refactoring tool that I'm not entirely familiar with or there is some complications, then it's faster to do manually. But if I'm going to do it five times, ten times, then it's better to have some repeatable process [1:56:29]",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: Can you talk a bit about your repeatable process in this case? You started out making one and I think you changed it.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"I tried three different ways. One was that I refactored the method so I could inline it. The second time I did a commenting one out, changing the signature and uncommenting. Third time I realised I can just change the signature, accept the errors and remove the old one, basically.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"I: If you were to do this task over again, how would you approach it from the start?",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"I would do the third approach basically, just refactor and accept the errors and fix it. I try to - if I'm doing that sort of thing I'll keep my eye open for ways to optimize the process. Sometimes there's something in there - like maybe fixing the errors become too tedious, and I'll look for any way to avoid that, like a refactoring I can do just before, taking the parameter out of the method, to make that next step easier. [1:57:59]",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: You mentioned a couple of times the time you save or spend on it. Is that your main tradeoff evaluation.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I think so? I guess tedium comes into a bit.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: What did you find tedious about this task if anything.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"Copy-paste-modify is tedious. Making the same change many times, remove this parameter, remove this parameter, that gets tedious, I mean, there's a pattern change there. I mean, just thinking about it, I wanna make the same change to this set of methods that are following that pattern, you figure out the pattern computer, and I want to make this style or this pattern of change.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"I: In the beginning you changed the method and then the test, but then you changed the direction of your cut, so to speak, and just changed the method but not the tests.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"I thought the test change would have been easier to do, so that would have been the last step. I would have gone top to bottom in the test file and found anything with those forced access methods and just delete them. I thought that would be easier rather than navigating, finding the specific one, and finding, for this method, which test applies just for this method. Because of that naming pattern it was easy enough to find, in this file, from the total set of methods, these are the ones I want to remove.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: What if there had been other usages in the rest of the code base. How would those calls have fit into your workflow?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"Going around and fixing those? I don't know, that's a good question. I don't have a fixed way of doing that, I do what feels like a good idea at the time. If the change is like the test file, and I can just hit a file that I've broken and I can go through and fix all the errors without jumping around a lot, then I would maybe do that. but if it's like one thing here, and thing there, I may look at all the errors, fix all the errors, and move on to the next step. Depends if I'm feeling more engineery. [2:01:36]",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"I: If you used an automated tool or did a manual change, how would you usually verify that it's correct.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"With automated tests. Compiling of course is fantastic. This is more difficult on weakly typed languages like php or javascript, where you have to run the code to see what's going on. Which is one thing I really like about strongly typed. Are there compile errors, fix those. Warning messages I try to take those seriously. But also, like in tests - making sure it's proper tests. I'll run test coverage reports and make sure that all the functionality there is covered.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"I: You mentioned your git diffs before, would you use those to validate somehow?",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"Yeah, before I commit I'll do git diff and see if there is a todo statement, if I left something, before I burden someone else with reading through it.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: I want to ask about the intermediate changes that you introduced that you didn't really want. In the first task you introduced the static keyword in the method declaration. Occasionally you did these workarounds in order to use these tools. How is your tolerance for how far you stray away from your original intent.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"If I do that, I'm trying to save some time. Time is a big factor there. The likeliness of making an error - it increases a likeliness of an error which will waste my time. When I write unit tests I do that a bunch. Like I write the test, I want to extract the code into a method, but then there are some constants, and you can do the intermediate step of extracting them into variables, select the code below the variables, then it get parametrised correctly, and then I'll inline those back into the method call. With hotkeys I can flip through those changes quickly. Versus like, copying the value, typing out the variable name.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: So that's similar to the local variable intermediate step in the first inline refacoring?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"Yes, if the value had more importance in the functioning of the body, I'd probably do that to make sure it stayed the same, and then do more refinements and remove it as needed.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: Any final comments or Qs?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"No, that was fun.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
