T1 [05:13],,,Predictable (1),Effective (0),Satisfaction (0),Trust (1),Efficient (3),Vector: ,Invoke (1),Row Range, Predictable (0), Effective (0), Satisfaction (0), Trust (0), Efficient (0),Not Predictable (1),Not Effective (0),Not Satisfaction (0),Not Trust (1),Not Efficient (3),Refactorings
Yes they follow the same pattern of checking a field on a differently named object and since it's about accessing public and private field I figured that all the ones that are called private are not going to work and the public ones are.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
Now this one still seems to fail.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
Just based on the naming I would expect this to work but it doesn't. So we'll look into the naming and see why it doesn't work. Here is the public child which is a class.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
has a value extends a parent.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
Right now I'm just looking at the object being tested to see what is going on and I'm looking for the b object the boolean which we can see is protected. And because it is protected it can not be accessed. So it seems like this is an expected case. So it seems that this test case was right in the forceAccess case. [1:18:28],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
So this one is basically expected that this one fails. [1:18:44],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
let's have a quick look if this ss public child fieldname s,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
We can see that this is further below but for example the string value here was not tested in publicly tested field. So we will comment out that one for now. Let's try again and go to the next one.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: Now you are checking each line?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
Yes if these were written as separate test cases it would be easier since I could run them all at once. Usually each test should test one thing and not 20 things. But in practice it is a tradeoff between readability and functionality. [1:20:18],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
On the public child we can not access the I.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
Before we actually run it here is the public child again so let's have a quick look there is a d in here which is private so I can comment out that one as well. [1:21:21],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
Now it passes so it seems like all the one on publicly shadowed child we can access. So those ones were correct to have forceAccess on them because they don't work without and since we removed that functionality we can remove them. [1:22:03],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
And I think I saw that - yes the boolean value was here as well so then we can remove the one up there. [1:22:19],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
Oh I see public child .. I should have read this before.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I saw that the test cases I just ruled out manually they were actually present even thought they didn't look the same. [1:23:07],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
The public child with field b is tested here with an exception. That could have saved us some time if we saw this one before. [1:23:43],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
We just spent som time trying to add additional test cases from the other one that were covered already. That was a bit of waste of time but better than missing some test cases. [1:24:09],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
For the next time I will look a bit closer even if they look different we can check a bit more toroughly that the test cases exist. [1:24:28],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
Now I believe we can run the whole file again. There is still one. writeNamedFieldAccess. That would be the next one to change. [1:24:47],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
So we go back into the fieldUtils and find the writeNamedField.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
We can see that one is here. writeField writeField.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
It seems... field object object field object object field string object. So there are two versions of the writeField both with forceaccess each with slightly different signature. We are just going to look into what the difference between those are. The first one takes a field and an object to be called on a value to be set and the other one takes a target - oh the field name which is getting the field value finding the field first then the value. [1:26:38],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
As expected this one is using the writeField method so it is getting the field first and then writing the field. That means we will start with the one that has less we will start with the one where we already have the field. [1:27:10],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: Why did you choose that one?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
It is the one both has in common. It is the inner method. The other just does some extra work and calls this one. So I change this first because if this one works the other one would be easier to change after and should behave the same since it rely on the functionality in here.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
So we see in here forceaccess and it will always be false we are going to remove this branch. [1:27:49],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
And then we remove the parameter. [1:28:00],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
It is the same as before so we remove the writeField so now we only have one writeField and we are getting compiler errors in here which is fine because this is always passing in false anyway so we just remove that argument. [1:28:34],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
And then this is going to be easy after but we won't go there just yet we will just check now that the file is compiling what the tests are doing we will check the tests before we go on.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
It's the same we have the testForceaccess and test without forceaccess up here.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
This time we check that all the tests are implemented. [1:29:24],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
Looks like all of these tests are also in here and of course a few of them are expected to fail without forceaccess.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
In the past we commented out but now since we checked we can just remove the test. [1:30:04],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
And now everything semes like it compiles so we can run first the test method we are most interested in.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
And then we are also going to run the whole file as well. [1:30:33],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
And see that there is one more here that fails now the writeNamedFieldForceAccess which is the other method that we saw earlier we are passing in the field name first. [1:31:00],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
Then this will get the field to write on. This is related to the other writeField method that we have not refactored yet. So we are going to change this one first.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
[1:31:22] We can already see that this is not used anymore in here the parameter. So we can remove it and it will be the same as before we can combine those two methods.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
This one is not used anywhere in here so we are not getting compiler errros here but this one we get compile errors in the test so we will look for the accompanying method that test without forceaccess. Same as before we will have a quick check to see if it implements all the scenarios. [1:32:25],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
Looks like there's no test for the privately shadowed field this one. [1:33:07],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
In this case I think we can add this one since it is missing in here. We expect the same as for the other ones that it will fail because we had to force access in here. [1:33:49],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
Just to check my assumption we will have a quick look at what the privately shadowed child is. [1:34:06],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"has a private string s. yeah, we should not be able to access this one.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
Move this one up here. [1:34:45],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
It will be the same as the other ones we will use a try catch without the force parameter and let's see on the other ones expecting this to fail. And then we move this one in here. Comment this one out so we don't have any compiler errors. Run the most important one the one we refactored first to see if it work.s And it doesn't. [1:35:39],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
Hmm. Parent. So the parent has a public string s. Maybe that is the reason why we can access this one. [1:36:30],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
Long story short this is the time to ask someone on the time why that is. So since that was not an original testcase I don't know why it needed the forceaccess before but it seems that it works. So now we have two options to either add it to the test case here and make it so it works or skip it. [1:37:25],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I would usually bring this up with someone on the time so I will skip it for now. Then it passes and we can delete the commented out one. [1:37:43],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
Then what do we have left. We are looking for something with the boolean at the end. writeDeclaredField forceaccess. We already removed the parameter in the body so this is an easy one to change. It is the same as the one above. [1:38:41],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
No compile errors in the file. No compile errors in the test. I will still run the tests. The more often the better. They pass.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
Another forceAccess that is not used any more for readDeclaredField same as before we can remove that duplicate method now.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
See if that gives us any compile errors. [1:39:32] No errors.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
And run the tests again. They work. I complained about the compiler before but it's actually sometimes really nice. Then another for the readField forceaccess is not used any more remove this part. [1:39:55],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
The compiler was telling me that certain parameters were not being used and when I removed it I could not see anything red on the side so nothing is broken here whereas if it was ruby or some other non-compiled language I would have to run it and hope that the test coverage would take it otherwise I would find out in production. So same as before we run the test suite they all pass. [1:40:45],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
Then I believe there is no more forceacces in here.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
We are just going to search.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
Even though the variable is not being used there are still some comments. This is why some people say code comments are bad because they don't update with the code. It says it was already forced before but we won't force any more so we don't need this. Or we could change it to say that it won't throw any more. That's really useful information. This comment is not really useful any more. [1:41:55],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
So we just remove that comment. I saw it a few times in here. We remove all of them regarding force access.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
No more force in here that is good. Now I run the whole test suite again to be sure that everything still works and that it is not used elsewhere and now we hope that not everything breaks. All passes.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
So we have removed the parameters including the tests that were forcing and we have no more usages of forced in here and [1:43:02],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
now we are done.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: What did you do in order to solve this task?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"I first looked at where the forceaccess is used and then noticed that as expected from the task there is a version with forceaccess and one without and the one without just called the one with with false so I was planning to move all the code, to remove the forceaccess branch code from the method implementation and then I could move the method non code into the method body and as I did that I had to fix the compiler errors telling me where it was used. Sometimes it was nice when it was used with the false value already that was easy. When it was used with true I had to decide if we can just remove the true value as well because we are going to get rid of that behavior or something else. Especially for the tests. For the tests I tried to make sure that we did not lose any test scenarios. I should have looked a bit more closely at the test implementation. I found one small thing that I could not explain so I would bring that up. Otherwise it looks pretty solid. [1:44:57]",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: When you started out you were going pretty slow and methiculously and then you sped up a bit and ran into some problems and mentioned that you changed your strategy. How did those different strategies compare and what impacted your decision to change?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I started out slow to see exactly what is going on and tried to find a balance between going too deep and missing things and not missing things at the same time. Then I saw that there was a pattern present so I could skip over some things after that.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: What was the pattern?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
The method calling the method with forceaccess false and also that it seemed that the parameter the forceaccess parameter did not do too much in the method. It was just a small branch not like the majority of the code. So it seemed pretty straightforward in the beginning to remove those. Later I noticed that another method that I didn't expect to rely on it right away relied on it and it failed some tests. Turns out that it makes sense that writeField uses getField to do that.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: When you said that you were trying to find a balance between digging too deep and not missing things can you talk more about that? [1:47:00],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
Since I am not familiar with the code base and especially later in the tests with the different levels of access in Java - like private and protected it's a bit confusing - I didn't want to go too deep in the implementation because there's a lot of code in here. I mean even now - ok now it is only 200 lines and most is documentation but for example the getField method actually has 30 lines of code including some like loops two loops. They are not like too trivial. I did not want to - and I don't think I didn't had to understand everything to make some changes but I also had to make sure I didn't miss anything crucial. [1:48:03],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: How did you go about balancing that?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
Usually I try to look at even within the method especially if code formatting standards are followed so the code break down into certain blocks for example we can see there is one block here and one up here. [1:48:28],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
And then since for example the forceaccess was only used in this line I focused more on this block of code since this one seemed to matter less. That's why I didn't really look into what this code does.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: Why is code formatting important for this? [1:48:55],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
It's important to see like you can see a few things based on the formatting like the more indented the code is the more for loops and if statements and other branching conditions. Each of the blocks that indent when it comes out it implies that it is kind of separated from the next block. Usually one is the input to the next or they depend on the previous [1:49:35],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
but in terms of functionality they are usually pretty isolated. Often for example you loop through a list of things to find the value and then if you can't find anything you return early already and if you do find it you do something with it. So if you look at the a block and there is if null return or something then you know that the previous block was really just to find that thing and if you don't have it you just move on. [1:50:10],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
That's how you can split those. You can think about less things and ignore the previous part and keep them separate.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: Do you know of any tools that could have automated any of the things you did?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I think there are some tools to automatically run the tests when you save that could have been useful cause I went and ran them manually a lot. but most of the time I had to go into the test file anyways to change something so not sure how much that would have saved. [1:51:01],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I guess probably not.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: You did a lot of code changes in this file do you know of any tool that could have automated those?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
No I don't. I have a feeling that maybe the refactoring option in the IDE maybe could have done something to combine methods but definitely when I started programming IDEs were not advanced enough to do refactorings like this. [1:51:47],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I usually only use them to rename things or maybe move around a bit. This one was more complex so I am not sure tools can do that. [1:52:03],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I had to remove code and I prefer to see the code that I remove to actually see what is being removed. The method was overloaded with additional parameters so I'm not sure in what way .. if we would have removed one I don't know how we could have told the compiler that we always want to treat the parameter as if it is false and since it is false we could have removed it automatically or something. [1:52:45],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
It seems like too many steps involved. And some mental state to keep like where you were along the way. For example I did one set of methods at a time but each had substeps of going into the method with the force parameter removing it inside the method then I could remove it form the method signature and then I could remove it from the usages somewhere and the steps to do them in order and not trying to remove the parameter already when it is still there. [1:53:40],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: So you had to mentally keep track of where in that process you were?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
Yes.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: what made you decide to use those exact steps?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
Partially the help I get from the tests and in this case the compiler. for example by removing it from the body the compiler would tell me that I don't need it in the signature any more. [1:54:14],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
And once I remove it from the signature the compiler can tell me everywhere it is being used so I can remove it from there as well. Once I did those and ran the tests I can be fairly confident that the cycle has been finished. Whereas if I had started this somehow trying to find all the usages first and change all the usages from true to false or something like that I would have to still remove it from the code after anyway. It seemed like doing it this way the compiler would always give you the next step where you would continue so even if you lose where you were or got distracted you could jump in more easily. [1:55:09],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: You were repeating the steps that you described now and it seemed like the first time you were almost collecting information about the code as you went and noticing these patterns was that right?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
Yes absolutely. The first time it's usually about finding the balance between not moving too slow but also avoiding mistakes especially the first time it is important to take a bit more time and collect as much information as possible to see if assumptions are right and not to make too many assumptions but as you keep going and you are on the forth and fifth iteration you shouldn't get careless but you can move a bit faster. Just make sure that you keep observing the same patterns and structures as before but you don't have to try and find them any more becuase you know what they are. [1:56:33],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: What are some examples of information or structure that you look for like that?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
If code is well named and there is a certain level of consistency that helps a lot. For example all the methods were grouped together so it was easy to see that they were overloeaded and that the one was calling the other with the false value. Also for the tests they were also all structured. It was a bit confusing with the public shadow child the variables there weren't named too clearly but they were all organised together so at some point I could check that it was all the s i b and so on that they were all covered. [1:57:53] That would be the kind of patterns I was looking for.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: How would you normally organise these changes to make sure that they are correct or not miss something?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
Not missing something is one of the harder things for sure. That is why in the end I did a simple text search and I found the code comment which was not picked up by the compiler. It depends on how unique the word is that you are looking for. Test coverage is the most important thing. Obviously in a compiled language the compiler. And the last line of defence is the text search and looking at it manually.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: Now you were selecting from curly brancket to curly bracket but if the methods had not been next to each other like that what would you have done?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
Sometimes I do some pre-refactoring tasks especially using git so if I had seen that the methods were all over the place so I may do a commit first to bring them in order.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: But even if they had been just the other way around it wouldn't have worked to delete like that?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
Yes true. I don't know. I do like deleting code and I do that a lot in different ways. Another favorite is just to delete four lines like that so that probably would have worked.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: Any final Qs?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
No I just wish it was always code coverage like that.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
fin,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
