T1,,,Predictable (7),Effective (4),Satisfaction (3),Trust (4),Efficient (1),Vector: ,Invoke (3),Row Range, Predictable (4), Effective (1), Satisfaction (0), Trust (2), Efficient (0),Not Predictable (3),Not Effective (3),Not Satisfaction (3),Not Trust (2),Not Efficient (1),Refactorings
So it was complaining because it was overloaded. Ok writeField. Now it's got two of them so what I'm expecting to see they're both exactly the same. How many do we have got? Ohh now I see there's four of them and I deleted the wrong one That's why it failed. The top two are duplicates and the bottom two are duplicates now that's what it is. Now if I go to this one I should be able to go to this one which one is this .. I'm going to make sure it's actually the correct overload. So this is Field Object Object *reads parameter list*,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
And this is probably going to complain it's doubly overloaded it's already defined. Ok so it's object string object *reads parameter list* it's the same thing it just passes them in with false. Ok. I'd be curious to see what kind of refactoring you have in mind for this one. Now it's complaining it cannot resolve this. [48:54],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
Now of course what's interesting is that I'm doing this trusting that it was actually writeField that I removed it from. So that would be a really scary thing because I'm pretty sure I removed it from writeField but what if it had an error for some other reason and I'm removing this now it's going to a default value of true that doesn't feel very safe. I feel kind of a bit nervous about making that change.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"Now it's this one this is already defined so again, it's object string object and it's the same name writeField and again I'm trusting that the previous method is the overloaded one and it might not be so I'm really paranoid about the name.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: The previous method - so you're actually going by location in the file?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
Yeah by location. Because if I go to the previous one and deleted it it might have actually been something else. I think that's what I did wrong last time 'cause it was actually different types and I didn't check the types carefully. I'll be paranoid I'll just comment it out for now.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
This one readField I don't need that any more,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
ambiguous. Ok.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
Let me go here.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
See again there's two types one takes object one takes field so there's this one here I want,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
so it's this one here I want. Comment this out delete. declared field I've changed that one already.. ok it's going to.. yes yes yes. ReadDeclared field - it just calls it so I'll comment this out. I'm sure I've seen code in the past that reverse the target and fieldname *parameters* backwards so I've got to check that one as well. So I have suffered from that in the past. It wasn't just an exact copy.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
At this point I'm like I really want to run tests but it's not even going to compile so I can't run the tests. readField I'll take that out again it's ambiguous so it's these two this time 'cause it's object and string,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
And I would recommend using default parameter values it would have made this code so much easier. Ok that went away 'cause I already fixed that problem. Now I need to run some tests. I guess I had that open already didn't i. I don't know if that would work..,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
No. Because. I'm not done yet. So I didn't fix this problem.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"Ok so if forceaccess is true, it can't be true, so it'll return null. Ok so now I'm going to look at it again I think this is fine. I don't need to change anything else. I could always reverse it but I don't see much point in that. Now do I have more mistakes. Oh here's another one. If forceAccess and .. can never be true",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
Ah another one! You know what they're not showing up on the righthand panel there. That's why I resorted to running tests. I can remove that it's not defined. I'll go back to my searching,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
Ok well that can never be true so it'll just do this workaround,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
It's no longer there let me run the tests.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
Ok what is this telling me. Oh that's not good. What the heck! Who wrote this code. Ok so here's a test case. testGetFieldForceAccess. Well I can probably remove the entire test 'cause this won't work any more. So get field true true true .. they're all set to true so none of them are going to work we can remove that it's a feature we don't have any more. Let me run the tests again.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I'm assuming none of this is needed any more. This feels like my day job. TestgetField-illegal exception. These are just variations on the same thing. Test getDeclaredFieldForceaccess it's the same thing all setting it to true which is not supported any more [57.22],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
And I just realized I commented out a bunch of things in the previous file I need to go back and remove it. That will be part of my pull request before I actually change it. You know it's funny I'm thinking can I use search and replace 'cause there's a heck of a lot of these. I can just I'm thinking I can just .. I'm seeing all of these are the same problem.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
This is long I want to be careful about this one. [58:24],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
That one's gone too.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
Again I'm going to assume this whole thing isn't required...,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
Wuhu it passed!,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
Except I need to go back and remove these comments that I put in there. I was extra paranoid and didn't want to delete them. Need to find them again.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: Why did you keep them as comments?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
In case I wanted to restore them. In case things didn't go well.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: Do you find it easier to restore from comments rather than,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
Oh yeah Well I did ctrl+z the first time right but you have to redo things in the order in which they were done. In this case I was like oh no I'm going to comment them out in case I need to selectively bring them back. I often do this and I often when I get ready for a pull-request I'm like this can go this can go this can go.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: Do you ever miss any?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
No.. Not usually 'cause I'm really picky about this stuff. Maybe someone has picked it up when they did a review but normally no.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
How many did I do this for?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
Feels like I'm not deleting them properly they're coming back. How many more do i have.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I should have put a little symbol or something like TODO.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
There we go we're done. And I'm going to run this again just to be paranoid and .. I should actually go and run all the tests. Because there may be something in some other method that I broke that I just haven't found yet some other testclass. But it seems to have worked so good. I think that's it.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: Which kind of source code changes did you do in order to solve this task?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
The main thing was to remove the field - to understand what the fieldvalue of true actually did and say we don't want that effect. I went through and removed really the actual place where it was sitting that value inside the reflection and when I did that I went and removed the parameter and now it breaks.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
Then I had to go and see if there was something that was logically not going to work now then I had to go through and remove it and remove it.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
There was a challenge with the overloading so I had to through and find the right one to delete. I messed that up at one point I deleted the wrong one. That was tricky. At some point because I didn't see the errors on the bar on the right hand side I went to the tests and they wouldn't compile. Again I had to remove things. [1:03:32],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I think there were a couple of places where I looked at the code saw that I'm removing the reference to forceaccess and well two or three lines can be removed because they're not doing anything anyway. Removing a parameter is a big deal. [1:03:56],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
That would be a cool refactoring if you could automate it. Show me the implications of removing it.,"Reflection
Predictable (“implications of removing it”)",,1,0,0,0,0,"<1,0,0,0,0>",0,194-194,1,0,0,0,0,0,0,0,0,0,
I: There is a refactoring that is called remove parameter.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
Would it do all that?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: No. It also has a precondition that the parameter is not used,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
How is it useful then if it's not used?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: It does the same thing you did but in a different order. First you'd have to remove the references to the parameter then the refactoring could have removed it from the signature etc,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
So if I first remove it from inside the method so that means that every call to it changes?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: That's right,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
But that wouldn't have caught half the stuff that I caught.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: That's correct.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I mean there was other places there were methods that just passed it through. Just for the record this is a problem I have dealt with before in real life. [1:04:59],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"what did I spend, 20 min 30 min, it was hard and at some point I made a mistake and had to go back.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: When you do these changes in real life how do you keep track of your changes?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
Git diff. That's probably what I should have done here to see where I commented out stuff. But you just have to concentrate and be super carefull.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: What if you get something wrong then do you need to roll back everything?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
No that's why you comment it so you can uncomment it. Git diff will show you where you commented so if I saw you know I didn't do that first and then I realize I did something wrong. This refactoring shouldn't change the type compatibility but because I did something wrong it did. So I realized I had to go back and comment it out so if I did the same mistake again I could easily uncomment things. And I could still see the original code. Git diff would've shown it to me as well but it's easier if I see it all in one place.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: When you said you wanted to find all usages did you exclude the tests? [1:06:29],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
Inside the class yes. I had to get the class working before the tests would work.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: Do you know of any tools that would automate any of the changes you were doing?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
No. I guess it's interesting I don't even go to the refactoring menu. I think it is too complicated for a tool to automate so I don't even try. [1:07:21],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: If a tool could automate it,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
If I knew about it! It's an education thing these things may sit in my IDE for years and I don't know what half this stuff is. Unless I was trained on it read a blogpost on it. These things doesn't happen enough. This particular example I do remember at least once actually more than that. Maybe every six months I deal with a situation like this. But is it worth learning a refactoring tool that you don't 100% trust when you can just do it manually. [1:07:45],"Reflection
Not Trust",,0,0,0,1,0,"<0,0,0,1,0>",0,215-219,0,0,0,0,0,0,0,0,1,0,
I: What do you mean by trust?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"How do I know, like it's going to make the change and I need to go and review the change carefully and convince myself it made the right change.","Reflection
Not Predictable
 (“I need to go and review the change carefully”)",,1,0,0,0,0,"<1,0,0,0,0>",0,,0,0,0,0,0,1,0,0,0,0,
I: What could go wrong?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
It could incorrectly change the logic. Well it can't miss something - no it could. It may not remove all cases of forceaccess it may just remove some. It may change the logic incorrectly. Tools aren't perfect and we shouldn't trust that they are. That being said I do trust the IDE to underline things I've put a lot of trust in that. [1:08:35],"Reflection
Not Effective(""incorrectly change the logic"")
Not Trust",,0,1,0,1,0,"<0,1,0,1,0>",0,,0,0,0,0,0,0,1,0,1,0,
Put a lot of faith in my tests. But even then we do ship bugs.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: So you're talking about tool correctness with respect to the language.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
Yeah there may be some cornercase and it may introduce a bug. The tests may catch it if you have good tests.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: Could the tool impact the tests? In Java semantics the test is a caller so it would be one of the places that is refactored.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
Yes. If it actually removed the tests I would be skeptical.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
In these cases the tests did not test a functionality any more. I looked at them and they were all true but even if they had been false I would have removed part of them. The tool couldn't possibly know that the test wasn't needed any more. If it saw that it called it with true and it wasn't possible any more what would it do. I don't know. At least it could underline it and say you have to deal with this.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: Final question you seemed to organise your code changes according to some logic here. First you changed the parameter then inside the method then outside the method so to say.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I removed the javadoc first. I wanted to understand - i knew that by removing the parameter I would get compile errors inside the method. And then I could go and understand what was the semantics of that function. By understanding that I could go back to all the callers and see are their semantic going to change as a consequence. I needed to understand that before I was comfortable changing the callers.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: So you chose that order specifically for that?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
Yes.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: And you wanted those compile errors?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
Yes.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: Do you use refactoring tools otherwise in your work?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
Not so much no. Partially because I'm not in the habit of using it. I have used extract method. It is very simple it says here are the parameters go. I'm trying to remember when I last used it - it must have been Java code. [1:11:56] I've been doing scala recently but I don't think I've done it there.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: What makes you say that it is a simple refactoring?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"It's small. It's like - all I'm doing is moving this chunk down there. What it has to do is, what dependencies does it have on other things in the scope and it makes those things parameters. It is simple because I understand exactly what's going on and I feel confident about it. That's a good point. [1:12:36]","Reflection
Predictable
 (“I understand exactly what’s going on”
 Trust
 (“I feel confident about it”)",,1,0,0,1,0,"<1,0,0,1,0>",0,235-236,1,0,0,1,0,0,0,0,0,0,
I feel confident that it is doing the right thing and I can easily look at the final code and validate that it's right.,"Reflection
Effective
 (“it is doing the right thing”)
 Predictable
 (“easily look at the final code and validate”)",,1,1,0,0,0,"<1,1,0,0,0>",0,,1,1,0,0,0,0,0,0,0,0,
I: Does it matter that it is localised?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I think so. That's the whole point of methods right you're focused on this one point.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: Do you rename?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"Yes I do that all the time. I very frequently do that, it goes through and I can confirm .. I am suspicious but again I depend on the tests. [1:13:39]",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: Would you trust a tool to reduce logic like you did? During T2 and T3 you were reversing and reducing logical operations.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I think so. If it was like in my refactor menu and it was like reducing logic or something and i could easily see that it was a contained area. I think in the simple cases it's pretty straightforward to know that you know if it's false do this if it's true continue.. but I think your refactoring tool would have to know a lot of control flow analysis in order to do that and be trustworthy. And I would want to see them side by side this is your current state and this is what you will go to. That would be trustworthy. [1:15:10],"Reflection
Predictable
 (“this is your current state and this is what you will go to.”)
 Trust",,1,0,0,1,0,"<1,0,0,1,0>",0,242-242,1,0,0,1,0,0,0,0,0,0,
I: In the second task you were actually rewriting the code and in the third one you were just reducing on logic.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
On the third one I was removing logic the second I knew it had to work regardless of it was true or false.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
fin,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,0,0,246-246,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
