Task 1 [07:46],,,Predictable (5),Effective (3),Satisfaction (3),Trust (1),Efficient (2),Vector: ,Invoke (4),Row Range, Predictable (1), Effective (1), Satisfaction (1), Trust (1), Efficient (1),Not Predictable (4),Not Effective (2),Not Satisfaction (2),Not Trust (0),Not Efficient (1),Refactorings
"Ok, so we want to do the same for any of these forceaccess..",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
et's see if there is a similar pattern. I'm curious about trying a refactoring for this.,, Invoke (Change Signature),0,0,0,0,0,,1,,0,0,0,0,0,0,0,0,0,0,Change Signature
yeah.. or not.. if we force access...,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
So that would've at least fixed up fieldUtils. [1:44:54],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
Similar I guess.. same as before testGetDeclaredForceAccess. [1:45:18],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I'll just ignore that one and the getDeclaredField.. readField. [1:45:39] not used..,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
Not going to.. delete.. just two places.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
At this point I think Ill just ..,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
readField...,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"[1:47:27] 
 I: For the sake of our time I'll stop you now. I am seeing this pattern...",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
Yeah.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: What changes did you do in order to solve this task?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"In this case, the changes I made were usually deleting one method, in this case the one I actually wanted - deleting the method signature in the way, changing the method signature of the one that wasn't and then fixing up various tests or places that used the feature. [1:48:12]",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: Do you know any tools that could've automated this?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"I tried using the refactor tool, change signature. It is all right, it is useful I think when you are changing a lot of places. In some cases, it was not so useful because it was as much work to run that as to go and change those places.","Reflection
Not Efficient (“it was not so useful because it was as much work to run that as to go and change those places.“)",,0,0,0,0,1,"<0,0,0,0,1>",0,211-211,0,0,0,0,0,0,0,0,0,1,
I: What did the tool do? [1:48:50],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
What it said on the box. It removed the parameter from the method I asked it to remove it from and from any caller.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: Is that what you wanted? [1:49:03],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"In this case yes. I mean .. it wouldn't know how to fix the code anywhere else. In this case it was fine, it is what I wanted to do I think. [1:49:22]",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: Is there any case in which you can imagine that you would not want that to happen?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
No I think that is what I expect change signature to do.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: And you used select-find-replace right?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"Yes, I used it for one block of things where I hadn't used the tool. [1:50:00]",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"I: if you were to do this task again, how would you go about solving it?",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
similarly. I don't know. This wasn't too bad - the changes were pretty localised. If it turned out there were a lot of changes in a lot of places that would change how I would do that. [1:50:49],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"I: Can you talk a bit about how you organized the order of your changes? For example, you used the errors, but sometimes you fixed the errors and sometimes you moved on.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"I kind of just dived in, I started randomly - at the top of the file with getField. [1:51:49]",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"With the tests I was only interested in the things that affected. Not all the tests pass - and I was going to come back to those when I fixed up the other ones. I was most interested in the tests I was working on, for the method I was using on - I knew I was going to change all of these so it would be come relevant once I got to them. But I wanted to make sure that the ones who were obviously related to thing I was working on was changed, so I don't get too far down the path and then realize nothing works. Then having to back it all out or realize I did the wrong thing entirely.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: What would you do if that happened?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"Hopefully it wasn't other things I was doing at the same time, so I would just revert everything.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: How?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
If I was on a branch .. source control. [1:53:17],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"I: If you were to do this, how would you keep track of your changes?",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
Source control. [1:53:31],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: what kind of refactoring tools do you usually use?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
Very few. Usually just rename and - that is usually just rename of variables or methods. Sometimes class moving. Those are the top ones by far. [1:53:56],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"Those are the biggest ones. Sometimes you'll extract method, that happens now and then.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: Would you usually use a tool for that or do it yourself. [1:54:23],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"I would usually use a tool, mostly to get function signature. It is pretty good at figuring out what needs to be passed in.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: Does it happen that you have to change it after?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"Sometimes. Usually it is fine. I don't use it that often, but usually it is ok. There is some loop or something I want out. [1:54:58]",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: Do you know about inline? Inline method or variable.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"ike, I know the concept but I don't know about Java inline.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: Do you know of a refactoring that does it?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
No.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: It replaces a call to a method with its body. You didn't know of that one?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
No.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"I: When you avoid using refactoring tools, you mentioned you don't use them a lot, why is that? [1:55:59]",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"For refactoring, I use rename a lot and move semi-regularly, and move, and those are things I do regularly so I'm comfortable using those. [1:56:13]","Reflection
Trust",,0,0,0,1,0,"<0,0,0,1,0>",0,245-245,0,0,0,1,0,0,0,0,0,0,
I: Was that move class? [1:56:13],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
Yes,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: Move method?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"Not so much. I don't think I move methods that often. And I don't use the other ones that often so I don't know how they work. It can take just as long to figure out what it is going to do or how it does it, and I don't know what it's doing.. Not familiarity. Usually when I am refactoring, it is not easy. It is a complicated thing. It's more like the any-not-any-is-not. Stuff like that, where I have to think it out, and I'm changing something. Usually the refactoring..it is closer to rewriting than to refactoring. You know, it's like, we're not using a list, we need a queue. So now we put a queue in there. So there is more semantic changes, and no tool is going to .. I'll need to look through it. I have to look through it. Unless it showed me exactly what it was doing so I could look through that - that would be ok.","Reflection
Efficient 
 (“It can take just as long to figure out what it is going to do or how it does it”)
 Predictable (“Unless it showed me exactly what it was doing so I could look through that”)",,1,0,0,0,1,"<1,0,0,0,1>",0,249-249,1,0,0,0,1,0,0,0,0,0,
I: What do you mean by showing you exactly what it was doing? [1:58:17],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
If you could preview the change.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: Here you used the preview.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"Probably a more powerful preview. I want to do the change, but I want to know what it changed. It's more like, highlight all the lines that you changed to purple and keep going until I say stop.","Reflection
Not Satisfaction 
 (“a more powerful preview.”)
 Not Predictable (“I want to know what it changed”)",,1,0,1,0,0,"<1,0,1,0,0>",0,253-253,0,0,0,0,0,1,0,1,0,0,
I: That sounds a little similar to how you were using find and replace.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
Yeah. Something I can still interact with. [1:59:24],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
fin,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
