T1 [06:39],,,Predictable (4),Effective (0),Satisfaction (2),Trust (2),Efficient (0),Vector: ,Invoke (1),Row Range, Predictable (3), Effective (0), Satisfaction (0), Trust (2), Efficient (0),Not Predictable (1),Not Effective (0),Not Satisfaction (2),Not Trust (0),Not Efficient (0),Refactorings
"Althought, this is like fancy .. looking at it now, now that I see this page, I don't think this does anything different from what I did. I guess it's cool if I could do it over multiple methods and I'm just clicking through .. like, going from method to method in a little. Like similar in this view, and I can go to it directly, and I have this little editor and I can edit things. [1:10:45]",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"Maybe it'd be cool if I could search for everything that has a forceaccess and just like .. inline .. it would have something like, you are deleting this parameter from this method, how do you want to handle it in this one usecase here. And i could just click like, with a next button and click through them all. I really like this view, I find it is often very useful for me. [1:11:14] I can directly edit things in here. For example this thing, this already for ...oooh... this thing. I didn't read this. [1:11:33]",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"I might have made another mistake. I went on autopilot after the first two methods. For the first two I was like, what's going on here, and then after the first two I just ...",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: You did speed up after the first couple of times.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"Yeah, like I said earlier, I'm probably getting more reckless, but the tests will hopefully catch it. And the tests said I did it right, but there's a ..mmmm...there's a. I don't think it's correct. [1:12:30]",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"Yeah ok, so this, now that I'm seeing that this still exist in comment form, I should probably take time to read each of these and see what they're doing. [1:12:51]",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"I: Can you elaborate on what determined the order you did things. You removed the parameter from each method and the method body, right.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"Yes, from the .. I delete the paramter, and I see inside the method body what's affected, and I made a choice, like in the if-case or else-case, and deleted the true case. I missed this, and I feel reckless, but we were just talking about that other thing, and I would have made the same mistake .. actually, I don't know if that's true. I don't know how this view works. I'm curious now, I'm going to try and use it. [1:14:03]",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
*example tries change signature refactoring*,,Invoke (Change Signature),0,0,0,0,0,,1,,0,0,0,0,0,0,0,0,0,0,Change Signature
can I delete this?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
what.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"Show conflicts .. ok so this looks less handy than what I thought it would do. I was hoping it'll give me a little editor where it would show me, like this is where it is being used. But I hate this view. Every time this comes up my eyes glaze over, and I say ok, I'll just do force refactor instead of this safe refacoring. This is unreadable. [1:14:50]","Invocation
Not Satisfaction",,0,0,1,0,0,"<0,0,1,0,0>",0,170-170,0,0,0,0,0,0,0,1,0,0,
"I mean, sure it's neatly organised, but when you have a bunch of different levels.. no.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: what information were you hoping would be present there?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"I'm about to delete a parameter. Where is that parameter being used, and it's just showing me the hierarchy of .. which file, which class, method, you know all the way down to the parameter itself. I don't find that very useful for me. If I delete something I get these red underlines. They show up here in the view I'm used to seeing. They show up along here, on the side, aother view I'm used to seeing. I can preview them easily. That view - no bueno, I'm not a fan. [1:15:46]","Invocation
Not Predictable 
 (“I’m about to delete a parameter. Where is that parameter being used, and it's just showing me the hierarchy of ..”)",,1,0,0,0,0,"<1,0,0,0,0>",0,173-173,0,0,0,0,0,1,0,0,0,0,
"I guess, this thing was set to false, it wasn't even related to forceaccess as far as that view was concerned. While I do regret having made this mistake, and hopefully when I made a PR, someone would have said hey you screwed up, but I don't think that other thing would have helped me, so I feel a little less guilty now. [1:16:13]",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"I: Why did you chose to not use it, at the very beginning when you opened the menu and looked at it.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"I'd say that if I was at home and I was given this task, I would not have opened the menu, it would not have occurred to me that it existed. The only reason why I even thought of it was because we're in the context of this study. I didn't use it because I was attempting to emulate how I'd do it at home, and at home it wouldn't have occurred to me. [1:16:53]",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: Are there any changes you are unsure if you got right?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"Now that I'm seeing those forceaccess comments I'm pretty sure that's wrong.. I would have been very confident, but seeing this comment now I suddenly don't trust myself any more.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"I: You used your string search right, did you use anything with a semantic understanding?",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"It's just a string search and I used it just at the end to look at documentation. If I use this thing [1:17:41] this will not help me, because it will not show me that comment. It will not show that comment that I found with the string search. I found the error on my own because of the string search. I do like that this thing exist. Cause like, it is named forceaccess and I was searching force space access and I found it. [1:18:12]",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"I: For both this task and your other ones, how would you normally organise your source code changes to make sure that you didn't miss anything. For example, you commented out some code, moved some code, deleted some code. How do you make sure that you don't for example miss deleting some comment?",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
[1:18:47],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"A combination of I scroll through the file from top to bottom, and keeping a mental model. There is no efficient way. I think dead commented code crops up everywhere.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: So it occasionally happens that you miss it?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"Not miss it, I may keep it for longer. In this case I was sure that I wouldn't need it, but if I was working on a larger project and I knew that other people were using the code I commented out, maybe I'd leave it there in this comment and I'd say, hey guys, what's going on, check out the PR, and then when we merge it we'll delete it. [1:19:33]",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"And then sometimes it doesn't get deleted and there's a conflict on the comment, yeah that happens. I don't know if there is a good way to tell me what's just dead code.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"I: So you usually just scroll through and look for it, or you keep your mental model.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"Yeah, those are the two main ways. I knew that all my comments were happening in one file, so it didn't stress me out. If it was happening in many places, I would always go to git. That's my go to. I use github desktop. Every time I push something I look over every single line, because sometimes, no matter how big or small the committ, I want to make sure that I only leave dead code in on purpose. [1:20:30]",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: So that's how you would validate the changes you did yourself.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
Yeah.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: If you were to do something like that without source control?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I can't think of the last time I worked on something without source control. That is a good question. [1:20:49],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"I don't know. Even for my homework, I make a private git repository, just so I can track that. If I didn't have source control and it's a serious project that I care about, I think it is more likely to have comments everywhere. If it's a .. that is my source control. My comments become my source control. [1:21:34]",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"I: If you had discovered, for example in the last task, that you did something wrong, and you wanted to undo it. How would you do that?",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"Normally I see a little bar here, and I click here and it just undoes the change within that section to the last commit.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: So you would use git to undo rather than the IDE?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"Yes, 100%. I would revert that section, I would do a hard revert, and then .. you know, what were the choices that went wrong. Or I would diff it, and check it. Pull up another screen and look at it closely. I think git makes me less likely to make a mistake.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: What about this temporary state of brokenness we had. [1:23:02],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"That is a scary state to be in. I'm always uncomfortable and try to get out of it fast, which may be why I sped up. Because, like, I wanted to get to a place where nothing was red as quickly as possible.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"I: Do you mean locally in the file, or do you include the tests? [1:23:24]",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"Knowing that my changes here were making the other files go red, that's what was stressful. If it's all contained in one file, I don't care what's going on. If I was to do this again, with the knowledge I have now, I'd probably gone and dealt with the tests first. I had the impression that some would be set to true and some to false which made it seem like a tediouos task I wanted to deal with later. Had I known that all were set to true I would have just gone and commented them all out and I'd have the safety to work in here, it'd be contained and not affecting the rest of the code base. [1:24:12]",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
It's always that feeling of affecting things outside of what I'm looking at that makes me want to speed up and get out of what I'm doing.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
[1:24:24],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"I: In both of these sequences of change, the one you described now and the one you did, you chunk the changes into 'test file' and the other class. Did you consider switching between them, going back and forth method by method? [1:24:43]",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
No.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: How come?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"I think that would have had the same result. I don't .. I think the context switch just throws me off. When I'm moving from here to here, it's like walking into a new room, and you're like, what I'm I doing here. That happens when I open up a new tab. I like to stay as compartmentalized as possible. [1:25:21]",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"I: You mentioned that you usually use some refactoring tools, for example rename.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"Sometimes, but not always. I found cases, especially with IntelliJ 2018 and forward, it's too aggressive. It renames too much. Let's say I have a method name, the same as some end point name being stored in a string, which is the same as some documentation stored in a comment. When I click refactor, rename, if I'm not cognisent of the end point it is going to rename that. Unless I have a complete model of the entire program, it is very likely that it will rename such strings. Sometimes it comes up with the view we talked about before, saying this is where it's being used, this is where its being used. I don't like that view. [1:26:36]","Reflection
Not Satisfaction (“renames too much”)
",,0,0,1,0,0,"<0,0,1,0,0>",0,209-209,0,0,0,0,0,0,0,1,0,0,
"It would be nicer if it almost brought up like a slideshow showing all the places it's being used, and I could click through them and go like, oh, that's an endpoint, I don't want it there. Although, if the project is sufficiently large, that could become really inconvenient, that could be worse. If I could just get a slideshow like, within this package, that would be nice.","Reflection
Predictable (“a slideshow showing all the places it's being used, and I could click through them and go like, oh, that's an endpoint, I don't want it there.”)
",,1,0,0,0,0,"<1,0,0,0,0>",0,210-210,1,0,0,0,0,0,0,0,0,0,
"So I do use it, but I wouldn't say I'm 100% confident with it. I don't always trust it. [1:27:12]","Reflection
Trust
",,0,0,0,1,0,"<0,0,0,1,0>",0,211-211,0,0,0,1,0,0,0,0,0,0,
"I: Why do you mean by that, not trusting it.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"I'm afraid it's going to do that thing where it's going to rename something in a string and break my program, or rename something in the documentation in some way that I don't want it to. Luckily with version control I can see these things. But sometimes it's easier to look for the references because it's just where it's being called, and I can just .. like, use that global search. Sounds bad when I say it now, but I'll do something like this.. [1:28:10]","Reflection
Predictable (“I'm afraid it's going to do that thing where it's going to rename something in a string and break my program, or rename something in the documentation in some way that I don't want it to.”)
",,1,0,0,0,0,"<1,0,0,0,0>",0,213-213,1,0,0,0,0,0,0,0,0,0,
"If I do this, I'm more confident because I can see that these are all the method calls, I can go in and just replace one at the time. And this has an equivalent, ctrl shift r. And I can put this in here, and just go through and replace replace replace. [1:28:45]",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"I: This is a textual replace, right.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"Yes. This, to me, in many ways feels safer, because I get a preview of what's happening as I'm doing it. While the global rename happens everywhere and I just have to trust that it did the right thing. I guess this is the exact slideshow I am describing. This is how I want things to be replaced when I'm afraid. [1:29:07]","Reflection
Trust",,0,0,0,1,0,"<0,0,0,1,0>",0,216-216,0,0,0,1,0,0,0,0,0,0,
I: The global rename should be safer since it is using language semantics and should prevent you from accidentally renaming something.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"I guess that is the problem. Let's say this is javascript.. this here, writefield, if writefield existed in an end point, I'd want this here, to make sure that it doesn't do that. This paren. [1:29:50]",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"If it's in a string you're not going to have that there. But if it got passed in a function call or it got passed as an argument, then it wouldn't catch that. And the rename again is supposed to be safer, because it's supposed to take into account the semantics of the language. But it is the fear of changing the strings I guess. I don't know if this is as much of a problem in Java, but I noticed it in typescript, is where I had the problem the most that renaming would break things.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: Does your experience with refactoring tools in one language impact what you expect from them in others? [1:30:35],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"Because I only use rename, I only had that negative experience in typescript, but that fear still exist in python or java, even though I don't think I have experienced that. [1:30:54]",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I don't think I've written that kind of application code before in python or Java. I assume they all work the same. I just use jetbrains IDEs for everything. I use IntelliJ for javascript and typescript and ruby. [1:31:13],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"I only have three editors, cline, pycharm and intellij.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"I: I'm curious about your naming on the first task, you looked for a tool to automatically move the methods around, and you look for extract method. How do you think that compare to move?",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"I am inclined to believe that move method would keep it in the same class. Like moving it in the file without you having to cut and paste, because although I did it all over this study, I'm told that cut and paste isn't good. So I would assume that there is a syntactically aware tool that could do the cut and paste with the javadoc for me, and I would expect that extract could take it up to a parent class, a child class, a different class altogether. I'm assuming that extract is like, I don't want it in this class. [1:32:50]",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: For the second task. Inline method is a refactoring that takes the body of a method and replaces the call to a method with it. How would you feel about using that?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I was describing that.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"I: Yes, you were.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I was describing it and it exists. I didn't know it existed.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"I: Now that you know it, would you be inclined to use it another time?",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"I would try it and see how I feel about it. It sounds nice. You just click it and it puts it in there. I would try it. I don't know if it would always work. What if it's in an if-statement, can I put the body of the whole thing in the if .. I don't know. [1:33:59]",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: When you do use refactoring tools how do you ensure that they are correct?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"Git diff is huge for me in my process. Tests, when there are tests, are nice. Those two things. Tests, and if there are no tests, the diff. [1:34:41]",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: Final Qs?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"these are operations that all seem very straightforward, but it is uncommon that I would do them all backtoback. And when I did them backtoback I realized, I can't believe I'm doing this so inefficiently, there has to be another way. But having them all together in this way makes me realise all the one two minutes I've thrown away. Like, all the things I did was insane. I teach software engineering to kids and I would never tell them to do these things.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: How would you tell them to solve this? [1:35:46],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
"I would probably say your IDE is really smart and you should get to know it, but I don't know it apparently. I feel like I just got exposed.",,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
fin,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
