Task 1 [05:15],,,Predictable (0),Effective (2),Satisfaction (1),Trust (0),Efficient (1),Vector: ,Invoke (0),Row Range, Predictable (0), Effective (0), Satisfaction (0), Trust (0), Efficient (1),Not Predictable (0),Not Effective (2),Not Satisfaction (1),Not Trust (0),Not Efficient (0),Refactorings
For example in the getfield ethod when forceaccess was true the only thing we were doing was changing the accessiblity. We don't want to change the accessibility so in those cases if the only thing we were doing was that - which would break the scoping restrictions - in those cases I removed the parameter. But in those cases where we were checking for forceaccess for something else I chose to keep them because it is possibe that we want to test something else. This task for me was to not allow the users to break the accessibility. In those cases I removed the forceaccess parameter. But in the cases where we were not really changing the accessibility in those cases I thought it would be ok to keep the method and make it private. [1:31:50],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
In the declaredField where it was checking the accessiblity and returning null I thought it would be ok to - maybe not.. becaue now it is setting acessibility. So in this case also I would remove it. [1:32:28],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: When you remove these methods how did you go about doing that? [1:32:38],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I started from the top and went to the callers and callees of these methods. Let's look at the top getField method was calling another getField method with the access parameter so then I changed them. but when I saw that the method was calling another method I would go to that method and look at all the callers and callees of that method essentially going down the hierarchy of the callers of that method. In that way I hoped to look at all the methods. But when I went to the test class it confirmed that there were some methods I should have changed that I didn't so I went back and changed them. [1:33:42],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: So that was your way of organising the changes to use this call hierarchy? [1:33:54],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
Yes. I have seen that the call hierarchy actually helps us a lot. But once the call hierarchy is done it is good to go top down in the class as well because even after changing the callers and callees there are sometimes some methods that are just there and they are not being called within the class so just to change them too.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: And if there had been local callers or clients of these methods outside this class where would that have fit into your workflow? [1:34:37],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
Any callees or callers outside of this class - that depends on the number. If I checked the hierarchy and it went way too deep I would have preferred to work on that after finishing my work with this class but if it went only one method deep I would have been ok going to that class and change it.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: So what is too deep more than one method?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
Yes. If it was just one I would be ok changing that but if it was more than one I would go class wise. [1:35:22],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: If you were to do this class over again what strategy would you take? [1:35:32],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
Since I just quickly read through the class first that did help but the next time I would be a little more organized in the way I changed because I looked at some method twice. There was a readfield method that is here two times with different parameters one with field and object and one with object and string so that confused me. If I were to go through it again I would probably read through the class more to not find myself confused by similarly named methods. [1:36:32],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: Do you know of any tools that could have automated any of the things you did? [1:36:48],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I don't know if anything would have helped me because there might be.. A lot of the time there is the eclipse refactoring tool. It might be .. say if I am here [1:37:25] calling something with true it would ask me if I want to change it to the actual method to match the expected parameter of the method that now exist. [1:37:38],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
That is the only one I can think of that I use in my daily life. [1:37:49],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: I want to ask a bit about some tools that I am curious how you feel about. [1:38:01] You mentioned that you used rename. Have you used any other automated refactoring tools?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
Not really not any external tools I only use eclipse's tools,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: have you used any of the other automated operations in eclipse's refactoring tools?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
Yes pretty much all the - I don't know if eclipse allows you do to a lot.. I think it is mostly for rename and removing a method's parameters. I think it would help you move classes too like if you needed to move a class from one package to another package.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: How did you learn about those tools?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
By using it. While using eclipse you would try to see if there is a way you can do that and while using the tool you would do something that could make your life easier so you go through.. if there are tools in the environment that can help you.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
In some cases it was me trying to figure out if I could do it automated in some cases it was googling and it some cases it was someone pairprograming with me and telling me that hey you could do it like this too. [1:40:08],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: In these tasks were there any points at which you considered seeing if there were tools that could help you?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
Not really. I did go to the - I saw there was the refactoring operation that could help me but I thought that for this task I would - which is again not - just like eclipse I am pretty sure it is not as capable of doing things as I would want it to be. For this task I would want to do it in a way I would do it with any new tool just going and learning while I am doing it. [1:40:50],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: you mentioned that you didn't think it was as capable as you wanted it to be?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
Yes again just like eclipse it would help me extract things to a variable which is great but not something that would help me with the depth of the task I am doing. Change signature might help me - but it would change the signature of the method that I would want and what I would really want is to move things from one method to another. Like in fieldUtils I moved things from the read method with the parameter to the read method without the parameter and that I don't know if that would help me a lot in this case. But again - these tools are useful but in coding you have to just do things that your environment will not really do for you. [1:42:08],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: Do you find that they usually don't actually solve your task?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
Yes they are useful in some way and they save some time but when you are doing actual refactoring these tools are helpful in a way but they don't really get you to the point where you are done with this task.,"Reflection
Efficient (“they save some time”)
 Not Satisfaction(“don’t really get you to the point where you are done with this task” )",,0,0,1,0,1,"<0,0,1,0,1>",0,223-223,0,0,0,0,1,0,0,1,0,0,
,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: What tool do you think would have helped you here? What would you have looked for in the menu? [1:42:39],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
In this case - I don't know let's see. Change signature might have helped you but not really. It would tell me that the method with the signature which is without the boolean already exist. So not really.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I also don't want to remove all the callers of the method because I want to look at them and see whether or not it makes sense for them to be removed or whether they should stay. [1:43:36],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
It is not really possible I think for a tool to get to the point of refactoring as we of developers do. It might be possible it is not impossible but at this point I don't see that in the tools that we have.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: What are the differences in the way you would solve things and how the tool do it? [1:44:10],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
These tools have a very generic way of doing things. All these menu items are something that every developer would need but if we go to every developer's own needs to do the tasks it varies a lot from one developer to another it varies how they approach the tasks and what the task actually demands you to do. That is why I would not see it happening. These are useful tools but there is the possibility that if a menu item did exactly what I would want it to do it is not what another developer would want. [1:45:08],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I see these as very generic things that everyone might want so that is what these IDEs have for us. [1:45:31],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: Do you have any examples on how a developer would solve something in contrast to this generic solution? [1:45:44],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
Let's look at the things I did. Let's go look at this one - string utils test. Let's see if this will allow me to do that. If I select these and I refactor and I want to move them. Ok so it will allow me to move them to a new method but will it allow me to move them to a new class?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: So now you are trying to redo the first task?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I am trying to see if it will allow me to do something like that. It looks like it won't. It looks like the move is not really,"Not Effective (""It looks like it won’t.”)",,0,1,0,0,0,"<0,1,0,0,0>",0,236-236,0,0,0,0,0,0,1,0,0,0,
I: But you would consider using the move refactoring?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I would consider using it if it helps me. I wanted to see in this case if it helps me move - like when I moved the method it did not compile because I did not move a variable I want to see if it would the variable because that as a variable as well because that as a developer I would like.,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
In the first run I would not move all the variables or things that the method use. In those cases something that moves the variables or all the things used by this method would be helpful for me. That is a difference. [1:47:52],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
A way the developer would approach the things... in some cases where I don't think a tool would be able to handle things is I changed the signature of one method and the tool would not be able to look at all the test methods and decide whether we want to change the parameter or remove the entire test - that is not something a tool can figure out. [1:48:40],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: What about in the second task you did this reversal of boolean values?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
Yeah,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: If you had a tool that could do that would you trust it?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I would trust it- but I would also write tests covering all edge cases. [1:49:03],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
It is great that it does that for me but again trusting is not really something ... testing all edge cases is a great idea in any case. Again if I as a developer make a mistake who am I to say that the developer of the tool did not make a mistake. So I would trust it but also write tests that tests all the edge cases. [1:49:35],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: when you do this kind of work or make changes are spread out across files in particular how do you make sure that they are correct?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I depend a lot on tests and manual testing is also a great way to do that. [1:50:03],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
First of all we need to know why we are making changes but in our case we want to add a new feature or we want to solve a defect. In the case of a defect we would write new tests for the new functionality run old tests for the old functionality and then run manual tests to have two scenarios first to see that it actually does what we want it to do and also to see that there is no regression it does not break something existing. Compiler errors helps a lot with what to do. Testing is important. [1:51:10],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: What about things that aren't caught by compiler errors or tests for example if you forgot to remove some code?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I will cheat a bit - I use sonar for that. It tells us that this method is not called or this code does not have test coverage. What we do is we try to have - actually we have 90% or more test coverage for whatever classes we write and everything that the test coverage and small issues that are not caught by eclipse will be caught by sonar. [1:51:59],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: Does that impact the way you work?,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
Yes it does. I think it makes our code quite clean. While I was commenting things out I was also making sure that when I was done with the thing I was commenting out the commented out code was removed. That is something that was ingrained in me. [1:52:24] We don't want commented out code. We don't want unused parameters in our methods. There are things I might not have done while I was a student because then I was just writing code for my assignments and stuff but now I know that these things matter a lot and they might make your program behave in a way it shouldn't and it is also good to have a cleaner code. [1:53:03],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I: If you didn't have sonar would that make you work differently? [1:53:10],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
I think that having sonar made me a better developer but now if I don't have sonar I would still write code in a way as if I have it. But it is also possible that the tiny things that sonar catch that I am not aware of I may not be able to remember all the rules myself. [1:53:53],,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
fin,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
